상호명,서비스,음식,편의성,가격,행정동,중분류,업종,naver_map_url
원당감자탕,0.71,0.73,1.06,0.48,서교동,한식,해장국/감자탕,https://m.place.naver.com/restaurant/1051418707
고섭,2.06,1.72,1.23,1.23,역삼1동,한식,한정식전문,https://m.place.naver.com/restaurant/37445566
원조오리숯불구이,1.35,1.33,0.94,0.94,서교동,닭/오리요리,오리고기전문,https://m.place.naver.com/restaurant/21597908
캘리포니아피자키친역삼지에프씨점,1.43,1.19,0.76,1.14,역삼1동,패스트푸드,피자전문,https://m.place.naver.com/restaurant/36949141
광장가든,1.01,0.74,0.72,0.78,종로1.2.3.4가동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/1866909946
명가양꼬치,1.51,1.67,1.02,1.23,종로1.2.3.4가동,유흥주점,꼬치구이전문점,https://m.place.naver.com/restaurant/36615090
미스터빠삭,0.94,0.68,0.65,0.72,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1701195368
샌드프레소스페셜티,1.42,1.58,1.11,1.41,서교동,패스트푸드,샌드위치전문점,https://m.place.naver.com/restaurant/1068055738
오비베어,1.7,1.78,1.49,1.5,서교동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/36286606
장터국수원남점,1.9,1.55,1.18,1.5,종로1.2.3.4가동,분식,국수/만두/칼국수,https://m.place.naver.com/restaurant/17952824
향원,1.03,0.78,0.71,0.91,역삼1동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1848500035
소한마리솥밥,1.21,1.14,0.8,0.92,역삼1동,한식,해장국/감자탕,https://m.place.naver.com/restaurant/1546030054
내가왕이라면,0.91,0.74,0.65,0.75,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/38275062
홍대,1.15,0.96,0.92,1.08,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/12124933
피자앤,0.88,0.6,0.6,0.65,역삼1동,패스트푸드,피자전문,https://m.place.naver.com/restaurant/1426032957
호프마당,1.39,1.23,1.08,1.13,서교동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/35878731
미스터라멘,1.52,1.44,1.56,1.63,서교동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/1426405933
다다익선,1.42,1.23,1.7,1.12,종로1.2.3.4가동,별식/퓨전요리,샤브샤브전문,https://m.place.naver.com/restaurant/1026445968
한성옥,0.88,0.51,0.67,0.45,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/17908317
봉구스,1.03,0.81,0.73,0.85,역삼1동,패스트푸드,패스트푸드,https://m.place.naver.com/restaurant/35150671
델라마노,1.11,1.04,0.62,0.74,역삼1동,패스트푸드,패스트푸드,https://m.place.naver.com/restaurant/35524029
김가네,1.8,1.62,1.5,1.61,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/35125080
육오공,1.53,1.21,0.87,1.1,서교동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/1150891498
옛날국수,1.1,0.88,0.79,0.89,종로1.2.3.4가동,분식,국수/만두/칼국수,https://m.place.naver.com/restaurant/1749350816
인사이드,1.36,1.45,0.84,1.12,서교동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/36949682
메이차이나,1.58,1.77,1.13,1.96,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/30938265
원가화로,0.96,0.71,0.67,0.82,역삼1동,한식,기타고기요리,https://m.place.naver.com/restaurant/1420013138
제니박스,1.52,1.83,1.07,2.36,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1279071726
이구펍,1.21,0.87,0.63,0.66,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/79841163
무등산,0.95,0.71,0.67,0.85,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/36560643
아이해브어드림,2.49,1.86,1.21,1.57,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/12077060
강남삼계탕,1.08,0.8,0.72,1.13,역삼1동,닭/오리요리,삼계탕전문,https://m.place.naver.com/restaurant/13149682
칠백식당,1.98,1.94,2.09,1.71,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/35992980
목포식당,1.45,1.27,1.14,1.25,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1173359782
서강껍데기,1.63,1.79,1.23,1.68,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/19942726
신신원,1.11,1.04,0.77,0.93,종로1.2.3.4가동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1762900521
하이,0.97,0.69,0.66,0.85,역삼1동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/12156874
깐부치킨,1.18,0.88,0.79,0.88,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/31155854
참치마을,0.77,0.63,0.54,0.6,종로1.2.3.4가동,일식/수산물,참치전문점,https://m.place.naver.com/restaurant/1794271473
시민식당,2.66,5.0,2.98,2.7,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/35861233
유목민,1.34,1.05,0.92,0.9,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/33292712
오징어와불고기,1.29,1.37,1.19,1.06,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/19580672
라비,1.78,1.95,1.01,1.23,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/37634160
푸른바다,1.38,1.31,0.98,1.21,역삼1동,일식/수산물,횟집,https://m.place.naver.com/restaurant/11694359
치킨뱅이,1.73,1.39,1.46,1.12,종로1.2.3.4가동,닭/오리요리,후라이드/양념치킨,https://m.place.naver.com/restaurant/32528376
화개원,1.21,1.25,1.04,1.03,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/18583356
앰,1.67,1.51,1.1,1.86,서교동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/1475786594
땡초불닭발동대문엽기떡볶이,1.4,1.0,0.92,1.0,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/37778584
파파존스,1.05,0.83,0.78,0.9,역삼1동,패스트푸드,피자전문,https://m.place.naver.com/restaurant/11684851
우주,1.14,0.83,0.7,0.79,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1083739745
신불떡볶이,1.33,1.16,0.97,1.13,서교동,분식,떡볶이전문,https://m.place.naver.com/restaurant/1918541496
로봇김밥,1.34,1.26,0.99,0.96,종로1.2.3.4가동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1499718499
전곱,1.83,3.2,2.74,1.55,종로1.2.3.4가동,한식,곱창/양구이전문,https://m.place.naver.com/restaurant/38305494
육회이야기,1.31,1.19,1.02,1.27,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1095601305
양파이,2.21,2.08,1.68,1.77,역삼1동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1196729605
88시장버거,1.36,1.08,1.22,0.97,역삼1동,패스트푸드,패스트푸드,https://m.place.naver.com/restaurant/1753789889
동대문엽기떡볶이홍대2호점,1.37,1.14,1.21,1.29,서교동,분식,떡볶이전문,https://m.place.naver.com/restaurant/33891143
우수살롱,2.43,1.81,1.15,2.08,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1328363029
호또치킨,1.02,0.77,0.65,0.43,역삼1동,닭/오리요리,후라이드/양념치킨,https://m.place.naver.com/restaurant/13586808
제주삼다돈,1.44,1.12,1.07,1.15,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/36097863
CGV,0.64,0.22,0.06,0.09,역삼1동,패스트푸드,패스트푸드,https://m.place.naver.com/restaurant/12272750
두리닭발,1.66,1.44,1.37,1.36,서교동,닭/오리요리,닭내장/닭발요리,https://m.place.naver.com/restaurant/1134290109
프리버드,1.13,0.88,0.66,0.82,서교동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/11603578
마포만두합정점,1.37,1.43,1.27,1.08,서교동,분식,국수/만두/칼국수,https://m.place.naver.com/restaurant/11721468
달구지콩나물국밥교동족발,0.99,0.77,0.72,0.81,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1769447006
양궈푸마라탕,2.06,2.49,1.24,1.78,역삼1동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1546841652
생활맥주,2.06,1.72,1.36,1.64,역삼1동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/1110877462
황곱,2.09,3.66,1.84,2.14,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1430853087
최부자보쌈,1.29,1.82,1.37,1.3,종로1.2.3.4가동,한식,족발/보쌈전문,https://m.place.naver.com/restaurant/20735840
첸토페르첸토,1.37,1.52,1.01,1.56,서교동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/1317244059
에빗,2.81,3.07,1.39,3.55,역삼1동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/1838135293
미향,1.52,1.22,1.11,1.36,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/20839479
치킨앤카레군,2.49,2.05,1.96,2.27,서교동,닭/오리요리,후라이드/양념치킨,https://m.place.naver.com/restaurant/37018356
29펍,3.82,2.74,1.56,1.83,역삼1동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/1912745227
29펍,3.82,2.74,1.56,1.83,역삼1동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/1912745227
청기와갈비,1.39,1.5,1.25,0.97,서교동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/31658343
동강해물찜,1.38,1.2,0.97,0.76,서교동,일식/수산물,해물찜/탕전문,https://m.place.naver.com/restaurant/13566901
호텔세느장,1.5,1.46,1.02,2.48,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1735045626
향미각,1.13,1.02,0.94,1.04,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/13154805
송탄영빈루,1.55,2.54,1.58,1.32,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/33093410
온더보더광화문D타워점,1.8,1.93,1.16,1.79,종로1.2.3.4가동,양식,패밀리레스토랑,https://m.place.naver.com/restaurant/36699998
스위트캐슬,1.89,1.39,1.02,1.93,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1593938401
이모집,0.94,0.67,0.68,0.72,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/19867596
취홍,1.66,1.68,1.46,1.96,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/37578817
신촌황소곱창,1.68,1.64,1.18,1.39,역삼1동,한식,곱창/양구이전문,https://m.place.naver.com/restaurant/1017596309
봉우리,1.69,1.17,1.2,1.22,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/21666541
땀땀,1.96,2.71,1.09,1.63,역삼1동,별식/퓨전요리,동남아음식전문점,https://m.place.naver.com/restaurant/1298530125
맘스터치,1.37,1.69,1.13,1.21,역삼1동,패스트푸드,패스트푸드,https://m.place.naver.com/restaurant/1816320597
고기살롱,1.61,1.51,1.47,1.26,서교동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/1288321916
루시,0.91,0.57,0.6,0.63,역삼1동,닭/오리요리,후라이드/양념치킨,https://m.place.naver.com/restaurant/1554339591
빠넬로,2.24,2.69,1.28,3.02,서교동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/33707338
야한포차,0.88,0.6,0.6,0.65,서교동,유흥주점,소주방/포장마차,https://m.place.naver.com/restaurant/1663922232
이모네닭도리탕,1.24,1.07,0.99,1.02,서교동,닭/오리요리,닭도리탕전문,https://m.place.naver.com/restaurant/35444986
연희옥,1.68,2.01,2.04,1.67,서교동,별식/퓨전요리,순대전문점,https://m.place.naver.com/restaurant/1465790494
든든,2.84,2.65,1.52,2.55,서교동,한식,기타고기요리,https://m.place.naver.com/restaurant/37397782
종로제면소,1.76,2.0,2.76,1.62,종로1.2.3.4가동,분식,국수/만두/칼국수,https://m.place.naver.com/restaurant/36601145
청목,1.21,0.92,0.86,1.08,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/21036086
파전집,1.08,0.8,0.73,0.92,종로1.2.3.4가동,한식,파전전문,https://m.place.naver.com/restaurant/21037402
연안식당,1.73,1.64,1.54,1.71,서교동,일식/수산물,수산물전문음식점-종합,https://m.place.naver.com/restaurant/1125237929
스시경,1.36,1.3,1.1,1.49,서교동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/35151124
써브웨이,0.59,0.92,0.51,0.59,역삼1동,패스트푸드,샌드위치전문점,https://m.place.naver.com/restaurant/13149660
데블다이스,1.91,1.66,1.02,1.61,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1904677523
열린하늘마당쇠퓨전호프,1.32,1.09,0.92,1.11,종로1.2.3.4가동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/1442790205
홍대라패,1.18,0.93,0.82,1.18,서교동,분식,라면김밥분식,https://m.place.naver.com/restaurant/37060491
아브라소812,3.52,2.55,1.42,2.05,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/32465286
코리아식당,1.38,1.37,1.18,1.24,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/37345325
연안식당,1.66,1.08,1.23,0.97,종로1.2.3.4가동,일식/수산물,수산물전문음식점-종합,https://m.place.naver.com/restaurant/1091215562
네모오징어,1.12,1.05,0.85,0.98,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/320859885
트라가,1.9,2.22,1.22,2.7,역삼1동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/1239744469
몬스터피자,1.08,0.77,0.71,0.98,서교동,패스트푸드,피자전문,https://m.place.naver.com/restaurant/21817793
와인로그,1.81,1.52,1.14,2.43,서교동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/1142743532
좋아해닭발,2.77,2.18,1.66,2.04,서교동,닭/오리요리,닭내장/닭발요리,https://m.place.naver.com/restaurant/1146797936
강남돼지상회무한리필,1.34,1.12,1.32,1.22,역삼1동,부페,고기부페,https://m.place.naver.com/restaurant/37653872
준코노래타운,0.89,0.69,0.57,0.38,역삼1동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/35458254
마라공방,2.45,2.53,1.67,1.89,역삼1동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1158582407
낭만옵빠,1.18,0.96,0.86,1.1,역삼1동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/37471083
에그드랍,0.75,0.99,0.14,0.46,종로1.2.3.4가동,패스트푸드,샌드위치전문점,https://m.place.naver.com/restaurant/1604349189
그대와인,1.8,1.34,0.92,1.2,서교동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/1510753871
홍익닭한마리,2.09,2.36,1.63,2.06,서교동,닭/오리요리,삼계탕전문,https://m.place.naver.com/restaurant/39721290
익선돈까스,2.29,2.49,2.51,1.89,종로1.2.3.4가동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1228174463
고메스시,1.12,1.03,0.79,1.07,역삼1동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/1614079046
삼겹의신,0.99,0.75,0.75,0.78,서교동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/1523007474
핵밥,1.08,0.87,0.88,1.03,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1899506954
원조가시리,1.29,1.05,0.94,1.0,역삼1동,일식/수산물,수산물전문음식점-종합,https://m.place.naver.com/restaurant/1246996012
브로스버거,2.12,2.44,2.95,2.33,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1225175426
카와카츠,2.14,2.59,2.41,2.52,서교동,양식,돈가스전문점,https://m.place.naver.com/restaurant/1924306900
커피빈,1.27,1.04,0.89,1.33,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/11689908
비나모르,0.88,0.6,0.6,0.65,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1528044706
남도분식,1.56,1.53,1.37,1.33,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1129603411
연남물갈비,1.92,2.04,2.04,2.03,서교동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/1418981294
베트남노상식당,1.14,1.07,0.84,1.11,서교동,별식/퓨전요리,동남아음식전문점,https://m.place.naver.com/restaurant/37700260
신조,1.98,1.48,1.1,1.49,역삼1동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/1886533509
타코델리오,1.61,2.24,1.46,1.29,서교동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/38576650
꼬치꼬치양꼬치,2.79,3.37,1.97,2.22,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1966892827
또보겠지떡볶이집,1.79,2.57,2.09,1.52,서교동,분식,떡볶이전문,https://m.place.naver.com/restaurant/37663862
홍대씨부엉,2.18,1.85,2.13,2.43,서교동,분식,떡볶이전문,https://m.place.naver.com/restaurant/1553150505
콘,1.8,1.63,0.97,2.0,서교동,별식/퓨전요리,동남아음식전문점,https://m.place.naver.com/restaurant/1047363501
하루엔소쿠,1.4,1.19,1.12,1.27,역삼1동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/1695120994
쌀고집,1.34,1.21,1.11,1.22,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/37779241
이태리부대찌개,1.39,1.2,1.1,1.34,역삼1동,한식,부대찌개/섞어찌개,https://m.place.naver.com/restaurant/560775631
